DRXFCSD	Main.food.description	Old.Main.food.description	ModCode	FoodID
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
RICE WITH BEANS	Rice_with_beans	Rice with beans	0	58160110.0
BEEF STEAK, FRIED, LEAN ONLY EATEN	Beef_steak_fried_lean_only_eaten	Beef steak, fried, lean only eaten	0	21102130.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
CEREAL (POST RAISIN BRAN)	Cereal_Post_Raisin_Bran_	Cereal (Post Raisin Bran)	0	57331000.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
COFFEE CREAMER, LIQUID, FLAVORED	Coffee_creamer_liquid_flavored	Coffee creamer, liquid, flavored	0	12210210.0
EGG OMELET OR SCRAMBLED EGG, MADE WITH OIL	Egg_omelet_or_scrambled_egg_made_with_oil	Egg omelet or scrambled egg, made with oil	0	32130010.0
SALSA, RED, COMMERCIALLY-PREPARED	Salsa_red_commercially_prepared	Salsa, red, commercially-prepared	0	74402150.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
BEEF SAUSAGE	Beef_sausage	Beef sausage	0	25220105.0
SWEET AND SOUR SHRIMP	Sweet_and_sour_shrimp	Sweet and sour shrimp	0	27150170.0
EGG OMELET OR SCRAMBLED EGG, FROM FAST FOOD _ RESTAURANT	Egg_omelet_or_scrambled_egg_from_fast_food_restaurant	Egg omelet or scrambled egg, from fast food _ restaurant	0	32130080.0
HOT PEPPER SAUCE	Hot_pepper_sauce	Hot pepper sauce	0	75511010.0
BEEF, BACON, COOKED	Beef_bacon_cooked	Beef, bacon, cooked	0	21601000.0
PORK SAUSAGE	Pork_sausage	Pork sausage	0	25221405.0
PANCAKES, PLAIN, FROM FAST FOOD _ RESTAURANT	Pancakes_plain_from_fast_food_restaurant	Pancakes, plain, from fast food _ restaurant	0	55100050.0
MARGARINE, NFS	Margarine_NFS	Margarine, NFS	0	81102000.0
MAPLE SYRUP	Maple_syrup	Maple syrup	0	91301060.0
POTATO, HASH BROWN, FROM RESTAURANT	Potato_hash_brown_from_restaurant	Potato, hash brown, from restaurant	0	71404030.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
CREAM, HALF AND HALF	Cream_half_and_half	Cream, half and half	0	12120100.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
BEER	Beer	Beer	0	93101000.0
ICE CREAM CONE, NO TOPPING, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_cone_no_topping_flavors_other_than_chocolate	Ice cream cone, no topping, flavors other than chocolate	0	13120730.0
BEER	Beer	Beer	0	93101000.0
BEER	Beer	Beer	0	93101000.0
PORK, CRACKLINGS, COOKED	Pork_cracklings_cooked	Pork, cracklings, cooked	0	22704010.0
CHICKEN OR TURKEY AND CORN HOMINY SOUP,  HOME RECIPE, MEXICA	Chicken_or_turkey_and_corn_hominy_soup_home_recipe_Mexican_style	Chicken or turkey and corn hominy soup,  home recipe, Mexican style	0	28340680.0
CABBAGE, GREEN, RAW	Cabbage_green_raw	Cabbage, green, raw	0	75103000.0
RADISH, RAW	Radish_raw	Radish, raw	0	75125000.0
ONIONS, MATURE, RAW	Onions_mature_raw	Onions, mature, raw	0	75117020.0
LEMON JUICE, 100_, FRESHLY SQUEEZED	Lemon_juice_100_freshly_squeezed	Lemon juice, 100_, freshly squeezed	0	61204010.0
TACO SHELL, CORN	Taco_shell_corn	Taco shell, corn	0	52215300.0
CAKE OR CUPCAKE, NS AS TO TYPE	Cake_or_cupcake_NS_as_to_type	Cake or cupcake, NS as to type	0	53100100.0
BEER	Beer	Beer	0	93101000.0
MEATBALL SOUP, HOME RECIPE, MEXICAN STYLE	Meatball_soup_home_recipe_Mexican_style	Meatball soup, home recipe, Mexican style	0	28310230.0
TEA, ICED, BREWED, BLACK, PRE-SWEETENED WITH LOW CALORIE SWE	Tea_iced_brewed_black_pre_sweetened_with_low_calorie_sweetener	Tea, iced, brewed, black, pre-sweetened with low calorie sweetener	0	92308010.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BEER	Beer	Beer	0	93101000.0
COOKIE, ANIMAL	Cookie_animal	Cookie, animal	0	53240000.0
SALSA, RED, COMMERCIALLY-PREPARED	Salsa_red_commercially_prepared	Salsa, red, commercially-prepared	0	74402150.0
TORTILLA, CORN	Tortilla_corn	Tortilla, corn	0	52215100.0
BEER	Beer	Beer	0	93101000.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
SHRIMP, COATED, FRIED, FROM FAST FOOD _ RESTAURANT	Shrimp_coated_fried_from_fast_food_restaurant	Shrimp, coated, fried, from fast food _ restaurant	0	26319145.0
COFFEE, PRE-LIGHTENED	Coffee_pre_lightened	Coffee, pre-lightened	0	92130010.0
PIZZA WITH PEPPERONI, FROM RESTAURANT OR FAST FOOD, THIN CRU	Pizza_with_pepperoni_from_restaurant_or_fast_food_thin_crust	Pizza with pepperoni, from restaurant or fast food, thin crust	0	58106550.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
POTATO, FRENCH FRIES, RESTAURANT	Potato_french_fries_restaurant	Potato, french fries, restaurant	0	71401031.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
GRITS, REGULAR OR QUICK, MADE WITH WATER, FAT ADDED IN COOKI	Grits_regular_or_quick_made_with_water_fat_added_in_cooking	Grits, regular or quick, made with water, fat added in cooking	0	56201052.0
EGG, WHOLE, FRIED WITH OIL	Egg_whole_fried_with_oil	Egg, whole, fried with oil	0	31105030.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
PORK HASH	Pork_hash	Pork hash	0	27420200.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
EGG OMELET OR SCRAMBLED EGG, WITH MEAT, MADE WITHOUT FAT	Egg_omelet_or_scrambled_egg_with_meat_made_without_fat	Egg omelet or scrambled egg, with meat, made without fat	0	32130270.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
CRACKERS, CHEESE (CHEEZ-IT)	Crackers_cheese_Cheez_It_	Crackers, cheese (Cheez-It)	0	54304005.0
COFFEE CREAMER, POWDER	Coffee_creamer_powder	Coffee creamer, powder	0	12210400.0
BEER, LIGHT	Beer_light	Beer, light	0	93102000.0
BEEF STEW WITH POTATOES AND VEGETABLES INCLUDING CARROTS, BR	Beef_stew_with_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_gravy	Beef stew with potatoes and vegetables including carrots, broccoli, and_or dark-green leafy; gravy	0	27311410.0
COFFEE CREAMER, POWDER	Coffee_creamer_powder	Coffee creamer, powder	0	12210400.0
TEA, ICED, BREWED, BLACK, UNSWEETENED	Tea_iced_brewed_black_unsweetened	Tea, iced, brewed, black, unsweetened	0	92308020.0
BREAD, WHITE, TOASTED	Bread_white_toasted	Bread, white, toasted	0	51101010.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
BEER, LIGHT	Beer_light	Beer, light	0	93102000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CHICKEN OR TURKEY RICE SOUP, CANNED, OR READY-TO-SERVE	Chicken_or_turkey_rice_soup_canned_or_ready_to_serve	Chicken or turkey rice soup, canned, or ready-to-serve	0	58404010.0
TEA, ICED, BREWED, BLACK, UNSWEETENED	Tea_iced_brewed_black_unsweetened	Tea, iced, brewed, black, unsweetened	0	92308020.0
MILK, WHOLE	Milk_whole	Milk, whole	0	11111000.0
CHEESE, SWISS, REDUCED FAT	Cheese_Swiss_reduced_fat	Cheese, Swiss, reduced fat	0	14109030.0
PEPPER STEAK	Pepper_steak	Pepper steak	0	27416150.0
TORTILLA, FLOUR	Tortilla_flour	Tortilla, flour	0	52215200.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
OATMEAL, REGULAR OR QUICK, MADE WITH WATER, FAT ADDED IN COO	Oatmeal_regular_or_quick_made_with_water_fat_added_in_cooking	Oatmeal, regular or quick, made with water, fat added in cooking	0	56203057.0
CRANBERRIES, NS AS TO RAW, COOKED, OR CANNED	Cranberries_NS_as_to_raw_cooked_or_canned	Cranberries, NS as to raw, cooked, or canned	0	63207000.0
BREAD, WHOLE WHEAT, MADE FROM HOME RECIPE OR PURCHASED AT BA	Bread_whole_wheat_made_from_home_recipe_or_purchased_at_bakery	Bread, whole wheat, made from home recipe or purchased at bakery	0	51300140.0
CHEESE, MOZZARELLA, NFS	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
TEA, HOT, LEAF, BLACK	Tea_hot_leaf_black	Tea, hot, leaf, black	0	92302000.0
CRANBERRY JUICE BLEND, 100_ JUICE, WITH CALCIUM ADDED	Cranberry_juice_blend_100_juice_with_calcium_added	Cranberry juice blend, 100_ juice, with calcium added	0	64100220.0
ORANGE, RAW	Orange_raw	Orange, raw	0	61119010.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
BUTTERMILK, REDUCED FAT (2_)	Buttermilk_reduced_fat_2_	Buttermilk, reduced fat (2_)	0	11115200.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CHEESE, MOZZARELLA, NFS	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
TEA, HOT, LEAF, BLACK	Tea_hot_leaf_black	Tea, hot, leaf, black	0	92302000.0
MANGO NECTAR	Mango_nectar	Mango nectar	0	64204010.0
ORANGE, RAW	Orange_raw	Orange, raw	0	61119010.0
TEA, HOT, LEAF, GREEN	Tea_hot_leaf_green	Tea, hot, leaf, green	0	92303010.0
MULTIGRAIN CHIPS (SUN CHIPS)	Multigrain_chips_Sun_Chips_	Multigrain chips (Sun Chips)	0	54420210.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
CHICKEN BREAST, FRIED, COATED, PREPARED SKINLESS, COATING EA	Chicken_breast_fried_coated_prepared_skinless_coating_eaten_from_raw	Chicken breast, fried, coated, prepared skinless, coating eaten, from raw	0	24127202.0
OLIVE OIL	Olive_oil	Olive oil	0	82104000.0
VINEGAR	Vinegar	Vinegar	0	64401000.0
SPINACH, RAW	Spinach_raw	Spinach, raw	0	72125100.0
PEPPER, SWEET, RED, RAW	Pepper_sweet_red_raw	Pepper, sweet, red, raw	0	75122200.0
ONIONS, MATURE, RAW	Onions_mature_raw	Onions, mature, raw	0	75117020.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
BUTTERMILK, WHOLE	Buttermilk_whole	Buttermilk, whole	0	11115300.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
ALMONDS, UNROASTED	Almonds_unroasted	Almonds, unroasted	0	42101000.0
SALMON, COATED, FRIED, MADE WITH OIL	Salmon_coated_fried_made_with_oil	Salmon, coated, fried, made with oil	0	26137140.0
ITALIAN DRESSING, MADE WITH VINEGAR AND OIL	Italian_dressing_made_with_vinegar_and_oil	Italian dressing, made with vinegar and oil	0	83106000.0
SPINACH, RAW	Spinach_raw	Spinach, raw	0	72125100.0
PEPPER, SWEET, RED, RAW	Pepper_sweet_red_raw	Pepper, sweet, red, raw	0	75122200.0
ONIONS, MATURE, RAW	Onions_mature_raw	Onions, mature, raw	0	75117020.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
TEA, HOT, LEAF, GREEN	Tea_hot_leaf_green	Tea, hot, leaf, green	0	92303010.0
LEMON JUICE, 100_, FRESHLY SQUEEZED	Lemon_juice_100_freshly_squeezed	Lemon juice, 100_, freshly squeezed	0	61204010.0
BAGEL, MULTIGRAIN	Bagel_multigrain	Bagel, multigrain	0	51630000.0
CHEESE, COTTAGE, LOW FAT	Cheese_cottage_low_fat	Cheese, cottage, low fat	0	14204010.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
EGG OMELET OR SCRAMBLED EGG, MADE WITH OIL	Egg_omelet_or_scrambled_egg_made_with_oil	Egg omelet or scrambled egg, made with oil	0	32130010.0
BREAD, WHOLE WHEAT, TOASTED	Bread_whole_wheat_toasted	Bread, whole wheat, toasted	0	51300120.0
BUTTER, STICK, SALTED	Butter_stick_salted	Butter, stick, salted	0	81101000.0
BAGEL	Bagel	Bagel	0	51180010.0
JELLY, SUGAR FREE, ALL FLAVORS	Jelly_sugar_free_all_flavors	Jelly, sugar free, all flavors	0	91405000.0
EGG, WHOLE, FRIED WITH COOKING SPRAY	Egg_whole_fried_with_cooking_spray	Egg, whole, fried with cooking spray	0	31105080.0
JELLY, SUGAR FREE, ALL FLAVORS	Jelly_sugar_free_all_flavors	Jelly, sugar free, all flavors	0	91405000.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
BEEF SLOPPY JOE, NO BUN	Beef_sloppy_joe_no_bun	Beef sloppy joe, no bun	0	27111500.0
ROLL, WHITE, HAMBURGER BUN	Roll_white_hamburger_bun	Roll, white, hamburger bun	0	51154100.0
CHEESE, CHEDDAR	Cheese_Cheddar	Cheese, Cheddar	0	14104100.0
BROCCOLI, COOKED, FROM FROZEN, FAT NOT ADDED IN COOKING	Broccoli_cooked_from_frozen_fat_not_added_in_cooking	Broccoli, cooked, from frozen, fat not added in cooking	0	72201212.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
COOKIE, CHOCOLATE CHIP, SUGAR FREE	Cookie_chocolate_chip_sugar_free	Cookie, chocolate chip, sugar free	0	53260030.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COOKIE, CHOCOLATE CHIP, SUGAR FREE	Cookie_chocolate_chip_sugar_free	Cookie, chocolate chip, sugar free	0	53260030.0
CARBONATED WATER, UNSWEETENED	Carbonated_water_unsweetened	Carbonated water, unsweetened	0	92410210.0
ROLL, WHITE, HAMBURGER BUN	Roll_white_hamburger_bun	Roll, white, hamburger bun	0	51154100.0
CHICKEN OR TURKEY SALAD, MADE WITH MAYONNAISE	Chicken_or_turkey_salad_made_with_mayonnaise	Chicken or turkey salad, made with mayonnaise	0	27446200.0
POTATO CHIPS, RUFFLED, SOUR CREAM AND ONION FLAVORED	Potato_chips_ruffled_sour_cream_and_onion_flavored	Potato chips, ruffled, sour cream and onion flavored	0	71200220.0
CHIPOTLE DIP, REGULAR	Chipotle_dip_regular	Chipotle dip, regular	0	12350200.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
LIGHT ICE CREAM, NO SUGAR ADDED, FLAVORS OTHER THAN CHOCOLAT	Light_ice_cream_no_sugar_added_flavors_other_than_chocolate	Light ice cream, no sugar added, flavors other than chocolate	0	13130330.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SALSA, RED, HOMEMADE	Salsa_red_homemade	Salsa, red, homemade	0	74402200.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COOKIE, CHOCOLATE CHIP, SUGAR FREE	Cookie_chocolate_chip_sugar_free	Cookie, chocolate chip, sugar free	0	53260030.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SNACK MIX, PLAIN (CHEX MIX)	Snack_mix_plain_Chex_Mix_	Snack mix, plain (Chex Mix)	0	54420220.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
FRUIT JUICE DRINK, DIET	Fruit_juice_drink_diet	Fruit juice drink, diet	0	92550040.0
SOUP, MOSTLY NOODLES	Soup_mostly_noodles	Soup, mostly noodles	0	58407030.0
BROCCOLI, COOKED, FROM FROZEN, FAT NOT ADDED IN COOKING	Broccoli_cooked_from_frozen_fat_not_added_in_cooking	Broccoli, cooked, from frozen, fat not added in cooking	0	72201212.0
MUSTARD	Mustard	Mustard	0	75506010.0
PLUM SAUCE, ASIAN STYLE	Plum_sauce_Asian_style	Plum sauce, Asian style	0	91361070.0
CHICKEN TENDERS OR STRIPS, BREADED, FROM FROZEN	Chicken_tenders_or_strips_breaded_from_frozen	Chicken tenders or strips, breaded, from frozen	0	24198746.0
SOY SAUCE, REDUCED SODIUM	Soy_sauce_reduced_sodium	Soy sauce, reduced sodium	0	41420350.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
HAM, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_prepackaged_or_deli_luncheon_meat	Ham, prepackaged or deli, luncheon meat	0	25230210.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
BISCUIT, BAKING POWDER OR BUTTERMILK TYPE, MADE FROM REFRIGE	Biscuit_baking_powder_or_buttermilk_type_made_from_refrigerated_dough	Biscuit, baking powder or buttermilk type, made from refrigerated dough	0	52102040.0
EGG, WHOLE, FRIED WITHOUT FAT	Egg_whole_fried_without_fat	Egg, whole, fried without fat	0	31105010.0
MUFFIN, ENGLISH	Muffin_English	Muffin, English	0	51186010.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
JELLY, SUGAR FREE, ALL FLAVORS	Jelly_sugar_free_all_flavors	Jelly, sugar free, all flavors	0	91405000.0
HAM, SMOKED OR CURED, COOKED, LEAN ONLY EATEN	Ham_smoked_or_cured_cooked_lean_only_eaten	Ham, smoked or cured, cooked, lean only eaten	0	22311020.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
BREAD, MULTIGRAIN, TOASTED	Bread_multigrain_toasted	Bread, multigrain, toasted	0	51601010.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
JELLY, SUGAR FREE, ALL FLAVORS	Jelly_sugar_free_all_flavors	Jelly, sugar free, all flavors	0	91405000.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
ENCHILADA WITH MEAT, RED-CHILE OR ENCHILADA SAUCE	Enchilada_with_meat_red_chile_or_enchilada_sauce	Enchilada with meat, red-chile or enchilada sauce	0	58100530.0
SALSA, RED, HOMEMADE	Salsa_red_homemade	Salsa, red, homemade	0	74402200.0
SPANISH RICE, FROM RESTAURANT	Spanish_rice_from_restaurant	Spanish rice, from restaurant	0	58163405.0
SALSA, RED, HOMEMADE	Salsa_red_homemade	Salsa, red, homemade	0	74402200.0
TORTILLA, CORN	Tortilla_corn	Tortilla, corn	0	52215100.0
MARGARINE, NFS	Margarine_NFS	Margarine, NFS	0	81102000.0
CORN CHIPS, PLAIN	Corn_chips_plain	Corn chips, plain	0	54401021.0
LIGHT ICE CREAM, NO SUGAR ADDED, FLAVORS OTHER THAN CHOCOLAT	Light_ice_cream_no_sugar_added_flavors_other_than_chocolate	Light ice cream, no sugar added, flavors other than chocolate	0	13130330.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PAN DULCE, NO TOPPING	Pan_Dulce_no_topping	Pan Dulce, no topping	0	51161250.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
QUESADILLA, JUST CHEESE, MEATLESS	Quesadilla_just_cheese_meatless	Quesadilla, just cheese, meatless	0	58104710.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
QUESADILLA, JUST CHEESE, MEATLESS	Quesadilla_just_cheese_meatless	Quesadilla, just cheese, meatless	0	58104710.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
COOKIE, BUTTER OR SUGAR	Cookie_butter_or_sugar	Cookie, butter or sugar	0	53241500.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
BREAD, WHEAT OR CRACKED WHEAT	Bread_wheat_or_cracked_wheat	Bread, wheat or cracked wheat	0	51301010.0
HAM, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_prepackaged_or_deli_luncheon_meat	Ham, prepackaged or deli, luncheon meat	0	25230210.0
MAYONNAISE, REGULAR	Mayonnaise_regular	Mayonnaise, regular	0	83107000.0
LETTUCE, RAW	Lettuce_raw	Lettuce, raw	0	75113000.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CHICKEN LEG, DRUMSTICK AND THIGH, BAKED OR BROILED, SKIN NOT	Chicken_leg_drumstick_and_thigh_baked_or_broiled_skin_not_eaten	Chicken leg, drumstick and thigh, baked or broiled, skin not eaten	0	24132231.0
SPANISH RICE, FAT ADDED IN COOKING	Spanish_rice_fat_added_in_cooking	Spanish rice, fat added in cooking	0	58163410.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
POTATO, MASHED, FROM FRESH, MADE WITH MILK, WITH CHEESE	Potato_mashed_from_fresh_made_with_milk_with_cheese	Potato, mashed, from fresh, made with milk, with cheese	0	71501011.0
PEANUT BUTTER	Peanut_butter	Peanut butter	0	42202000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PORK CHOP, FRIED, LEAN AND FAT EATEN	Pork_chop_fried_lean_and_fat_eaten	Pork chop, fried, lean and fat eaten	0	22101210.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
RICE, WHITE, COOKED, FAT NOT ADDED IN COOKING	Rice_white_cooked_fat_not_added_in_cooking	Rice, white, cooked, fat not added in cooking	0	56205008.0
COFFEE, PRE-LIGHTENED	Coffee_pre_lightened	Coffee, pre-lightened	0	92130010.0
BREAD, WHEAT OR CRACKED WHEAT, TOASTED	Bread_wheat_or_cracked_wheat_toasted	Bread, wheat or cracked wheat, toasted	0	51301020.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BAGEL, WHEAT	Bagel_wheat	Bagel, wheat	0	51301700.0
CHEESE, CREAM	Cheese_cream	Cheese, cream	0	14301010.0
DOUGHNUT, RAISED OR YEAST	Doughnut_raised_or_yeast	Doughnut, raised or yeast	0	53521110.0
BREAD, WHEAT OR CRACKED WHEAT, TOASTED	Bread_wheat_or_cracked_wheat_toasted	Bread, wheat or cracked wheat, toasted	0	51301020.0
CHICKEN THIGH, FRIED, COATED, PREPARED SKINLESS, COATING EAT	Chicken_thigh_fried_coated_prepared_skinless_coating_eaten_from_raw	Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw	0	24157302.0
MEAT LOAF MADE WITH HAM	Meat_loaf_made_with_ham	Meat loaf made with ham	0	27220010.0
MEAT LOAF MADE WITH CHICKEN OR TURKEY	Meat_loaf_made_with_chicken_or_turkey	Meat loaf made with chicken or turkey	0	27246500.0
CHEESE, CHEDDAR	Cheese_Cheddar	Cheese, Cheddar	0	14104100.0
CRACKERS, WOVEN WHEAT	Crackers_woven_wheat	Crackers, woven wheat	0	54337010.0
PHO	Pho	Pho	0	28310330.0
MEAT LOAF, NS AS TO TYPE OF MEAT	Meat_loaf_NS_as_to_type_of_meat	Meat loaf, NS as to type of meat	0	27260010.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COFFEE, INSTANT, PRE-LIGHTENED AND PRE-SWEETENED WITH SUGAR,	Coffee_instant_pre_lightened_and_pre_sweetened_with_sugar_reconstituted	Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted	0	92121000.0
BEAN SPROUTS, RAW	Bean_sprouts_raw	Bean sprouts, raw	0	75101000.0
CRACKERS, GLUTEN FREE, PLAIN	Crackers_gluten_free_plain	Crackers, gluten free, plain	0	54340100.0
CHEESE, CHEDDAR	Cheese_Cheddar	Cheese, Cheddar	0	14104100.0
PHO	Pho	Pho	0	28310330.0
PEPPER, HOT, PICKLED	Pepper_hot_pickled	Pepper, hot, pickled	0	75511040.0
TEA, HOT, LEAF, OOLONG	Tea_hot_leaf_oolong	Tea, hot, leaf, oolong	0	92304100.0
GRAPEFRUIT, RAW	Grapefruit_raw	Grapefruit, raw	0	61101010.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
COFFEE CREAMER, LIQUID, SUGAR FREE, FLAVORED	Coffee_creamer_liquid_sugar_free_flavored	Coffee creamer, liquid, sugar free, flavored	0	12210310.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COFFEE CREAMER, LIQUID, SUGAR FREE, FLAVORED	Coffee_creamer_liquid_sugar_free_flavored	Coffee creamer, liquid, sugar free, flavored	0	12210310.0
PANCAKES, PLAIN	Pancakes_plain	Pancakes, plain	0	55101000.0
MAPLE SYRUP	Maple_syrup	Maple syrup	0	91301060.0
PEANUT BUTTER	Peanut_butter	Peanut butter	0	42202000.0
